car	driveType	surface	path	value
Citroen Xsara WRC	AWD	gravel	suspension.springs.RR	40000 N/m
Citroen Xsara WRC	AWD	gravel	suspension.rideHeight.FL	136.0 mm
Citroen Xsara WRC	AWD	gravel	suspension.rideHeight.FR	136.0 mm
Citroen Xsara WRC	AWD	gravel	suspension.rideHeight.RL	111.0 mm
Citroen Xsara WRC	AWD	gravel	suspension.rideHeight.RR	111.0 mm
Citroen Xsara WRC	AWD	gravel	dampers.FL.slowBump	4250
Citroen Xsara WRC	AWD	gravel	dampers.FL.slowRebound	5250
Citroen Xsara WRC	AWD	gravel	dampers.FL.fastBump	3500
Citroen Xsara WRC	AWD	gravel	dampers.FL.fastRebound	4750
Citroen Xsara WRC	AWD	gravel	dampers.FR.slowBump	4250
Citroen Xsara WRC	AWD	gravel	dampers.FR.slowRebound	5250
Citroen Xsara WRC	AWD	gravel	dampers.FR.fastBump	3500
Citroen Xsara WRC	AWD	gravel	dampers.FR.fastRebound	4750
Citroen Xsara WRC	AWD	gravel	dampers.RL.slowBump	3750
Citroen Xsara WRC	AWD	gravel	dampers.RL.slowRebound	4750
Citroen Xsara WRC	AWD	gravel	dampers.RL.fastBump	3250
Citroen Xsara WRC	AWD	gravel	dampers.RL.fastRebound	4250
Citroen Xsara WRC	AWD	gravel	dampers.RR.slowBump	3750
Citroen Xsara WRC	AWD	gravel	dampers.RR.slowRebound	4750
Citroen Xsara WRC	AWD	gravel	dampers.RR.fastBump	3250
Citroen Xsara WRC	AWD	gravel	dampers.RR.fastRebound	4250
Citroen Xsara WRC	AWD	gravel	tyres.FL.pressure	32 PSI
Citroen Xsara WRC	AWD	gravel	tyres.FL.camber	-2.2°
Citroen Xsara WRC	AWD	gravel	tyres.FL.toe	0°
Citroen Xsara WRC	AWD	gravel	tyres.FR.pressure	32 PSI
Citroen Xsara WRC	AWD	gravel	tyres.FR.camber	-2.2°
Citroen Xsara WRC	AWD	gravel	tyres.FR.toe	0°
Citroen Xsara WRC	AWD	gravel	tyres.RL.pressure	32 PSI
Citroen Xsara WRC	AWD	gravel	tyres.RL.camber	-2.7°
Citroen Xsara WRC	AWD	gravel	tyres.RL.toe	0°
Citroen Xsara WRC	AWD	gravel	tyres.RR.pressure	32 PSI
Citroen Xsara WRC	AWD	gravel	tyres.RR.camber	-2.7°
Citroen Xsara WRC	AWD	gravel	tyres.RR.toe	0°
Citroen Xsara WRC	AWD	gravel	brakes.brakeBias	60% front
Citroen Xsara WRC	AWD	gravel	brakes.propValvePressure	2.75
Citroen Xsara WRC	AWD	gravel	brakes.handbrakeMultiplier	1
Fiat 124 Abarth	RWD	tarmac	drivetrain.gearsSet	Fiat124AbarthSet0
Fiat 124 Abarth	RWD	tarmac	drivetrain.rearDiff.ratio	43//10
Fiat 124 Abarth	RWD	tarmac	drivetrain.rearDiff.lsdRampAngle	45_45
Fiat 124 Abarth	RWD	tarmac	drivetrain.rearDiff.lsdPlates	3
Fiat 124 Abarth	RWD	tarmac	drivetrain.rearDiff.lsdPreload	30 Nm
Fiat 124 Abarth	RWD	tarmac	suspension.frontARB	2500 N/m
Fiat 124 Abarth	RWD	tarmac	suspension.rearARB	1500 N/m
Fiat 124 Abarth	RWD	tarmac	suspension.springs.FL	185000 N/m
Fiat 124 Abarth	RWD	tarmac	suspension.springs.FR	185000 N/m
Fiat 124 Abarth	RWD	tarmac	suspension.springs.RL	45000 N/m
Fiat 124 Abarth	RWD	tarmac	suspension.springs.RR	45000 N/m
Fiat 124 Abarth	RWD	tarmac	suspension.rideHeight.FL	27.0 mm
Fiat 124 Abarth	RWD	tarmac	suspension.rideHeight.FR	27.0 mm
Fiat 124 Abarth	RWD	tarmac	suspension.rideHeight.RL	55.0 mm
Fiat 124 Abarth	RWD	tarmac	suspension.rideHeight.RR	55.0 mm
Fiat 124 Abarth	RWD	tarmac	dampers.FL.slowBump	6000
Fiat 124 Abarth	RWD	tarmac	dampers.FL.slowRebound	20000
Fiat 124 Abarth	RWD	tarmac	dampers.FL.fastBump	5750
Fiat 124 Abarth	RWD	tarmac	dampers.FL.fastRebound	17000
Fiat 124 Abarth	RWD	tarmac	dampers.FR.slowBump	6000
Fiat 124 Abarth	RWD	tarmac	dampers.FR.slowRebound	20000
Fiat 124 Abarth	RWD	tarmac	dampers.FR.fastBump	5750
Fiat 124 Abarth	RWD	tarmac	dampers.FR.fastRebound	17000
Fiat 124 Abarth	RWD	tarmac	dampers.RL.slowBump	2500
Fiat 124 Abarth	RWD	tarmac	dampers.RL.slowRebound	5250
Fiat 124 Abarth	RWD	tarmac	dampers.RL.fastBump	2250
Fiat 124 Abarth	RWD	tarmac	dampers.RL.fastRebound	4750
Fiat 124 Abarth	RWD	tarmac	dampers.RR.slowBump	2500
Fiat 124 Abarth	RWD	tarmac	dampers.RR.slowRebound	5250
Fiat 124 Abarth	RWD	tarmac	dampers.RR.fastBump	2250
Fiat 124 Abarth	RWD	tarmac	dampers.RR.fastRebound	4750
Fiat 124 Abarth	RWD	tarmac	tyres.FL.pressure	32 PSI
Fiat 124 Abarth	RWD	tarmac	tyres.FL.camber	-0.5°
Fiat 124 Abarth	RWD	tarmac	tyres.FL.toe	0°
Fiat 124 Abarth	RWD	tarmac	tyres.FR.pressure	32 PSI
Fiat 124 Abarth	RWD	tarmac	tyres.FR.camber	-0.5°
Fiat 124 Abarth	RWD	tarmac	tyres.FR.toe	0°
Fiat 124 Abarth	RWD	tarmac	tyres.RL.pressure	32 PSI
Fiat 124 Abarth	RWD	tarmac	tyres.RL.camber	-1.5°
Fiat 124 Abarth	RWD	tarmac	tyres.RL.toe	0°
Fiat 124 Abarth	RWD	tarmac	tyres.RR.pressure	32 PSI
Fiat 124 Abarth	RWD	tarmac	tyres.RR.camber	-1.5°
Fiat 124 Abarth	RWD	tarmac	tyres.RR.toe	0°
Fiat 124 Abarth	RWD	tarmac	brakes.brakeBias	50% front
Fiat 124 Abarth	RWD	tarmac	brakes.propValvePressure	1.05
Fiat 124 Abarth	RWD	tarmac	brakes.handbrakeMultiplier	1
Fiat 124 Abarth	RWD	gravel	drivetrain.gearsSet	Fiat124AbarthSet1
Fiat 124 Abarth	RWD	gravel	drivetrain.rearDiff.ratio	43//8
Fiat 124 Abarth	RWD	gravel	drivetrain.rearDiff.lsdRampAngle	45_45
Fiat 124 Abarth	RWD	gravel	drivetrain.rearDiff.lsdPlates	2
Fiat 124 Abarth	RWD	gravel	drivetrain.rearDiff.lsdPreload	30 Nm
Fiat 124 Abarth	RWD	gravel	suspension.frontARB	2500 N/m
Fiat 124 Abarth	RWD	gravel	suspension.rearARB	1500 N/m
Fiat 124 Abarth	RWD	gravel	suspension.springs.FL	185000 N/m
Fiat 124 Abarth	RWD	gravel	suspension.springs.FR	185000 N/m
Fiat 124 Abarth	RWD	gravel	suspension.springs.RL	45000 N/m
Fiat 124 Abarth	RWD	gravel	suspension.springs.RR	45000 N/m
Fiat 124 Abarth	RWD	gravel	suspension.rideHeight.FL	27.0 mm
Fiat 124 Abarth	RWD	gravel	suspension.rideHeight.FR	27.0 mm
Fiat 124 Abarth	RWD	gravel	suspension.rideHeight.RL	55.0 mm
Fiat 124 Abarth	RWD	gravel	suspension.rideHeight.RR	55.0 mm
Fiat 124 Abarth	RWD	gravel	dampers.FL.slowBump	6000
Fiat 124 Abarth	RWD	gravel	dampers.FL.slowRebound	20000
Fiat 124 Abarth	RWD	gravel	dampers.FL.fastBump	5750
Fiat 124 Abarth	RWD	gravel	dampers.FL.fastRebound	17000
Fiat 124 Abarth	RWD	gravel	dampers.FR.slowBump	6000
Fiat 124 Abarth	RWD	gravel	dampers.FR.slowRebound	20000
Fiat 124 Abarth	RWD	gravel	dampers.FR.fastBump	5750
Fiat 124 Abarth	RWD	gravel	dampers.FR.fastRebound	17000
Fiat 124 Abarth	RWD	gravel	dampers.RL.slowBump	2500
Fiat 124 Abarth	RWD	gravel	dampers.RL.slowRebound	5250
Fiat 124 Abarth	RWD	gravel	dampers.RL.fastBump	2250
Fiat 124 Abarth	RWD	gravel	dampers.RL.fastRebound	4750
Fiat 124 Abarth	RWD	gravel	dampers.RR.slowBump	2500
Fiat 124 Abarth	RWD	gravel	dampers.RR.slowRebound	5250
Fiat 124 Abarth	RWD	gravel	dampers.RR.fastBump	2250
Fiat 124 Abarth	RWD	gravel	dampers.RR.fastRebound	4750
Fiat 124 Abarth	RWD	gravel	tyres.FL.pressure	32 PSI
Fiat 124 Abarth	RWD	gravel	tyres.FL.camber	-0.5°
Fiat 124 Abarth	RWD	gravel	tyres.FL.toe	0°
Fiat 124 Abarth	RWD	gravel	tyres.FR.pressure	32 PSI
Fiat 124 Abarth	RWD	gravel	tyres.FR.camber	-0.5°
Fiat 124 Abarth	RWD	gravel	tyres.FR.toe	0°
Fiat 124 Abarth	RWD	gravel	tyres.RL.pressure	32 PSI
Fiat 124 Abarth	RWD	gravel	tyres.RL.camber	-1.5°
Fiat 124 Abarth	RWD	gravel	tyres.RL.toe	0°
Fiat 124 Abarth	RWD	gravel	tyres.RR.pressure	32 PSI
Fiat 124 Abarth	RWD	gravel	tyres.RR.camber	-1.5°
Fiat 124 Abarth	RWD	gravel	tyres.RR.toe	0°
Fiat 124 Abarth	RWD	gravel	brakes.brakeBias	50% front
Fiat 124 Abarth	RWD	gravel	brakes.propValvePressure	1.05
Fiat 124 Abarth	RWD	gravel	brakes.handbrakeMultiplier	1
Fiat 131 Abarth	RWD	tarmac	drivetrain.gearsSet	Fiat131AbarthSet0
Fiat 131 Abarth	RWD	tarmac	drivetrain.rearDiff.ratio	43//8
Fiat 131 Abarth	RWD	tarmac	drivetrain.rearDiff.lsdRampAngle	60_60
Fiat 131 Abarth	RWD	tarmac	drivetrain.rearDiff.lsdPlates	4
Fiat 131 Abarth	RWD	tarmac	drivetrain.rearDiff.lsdPreload	180 Nm
Fiat 131 Abarth	RWD	tarmac	suspension.frontARB	3000 N/m
Fiat 131 Abarth	RWD	tarmac	suspension.rearARB	1000 N/m
Fiat 131 Abarth	RWD	tarmac	suspension.springs.FL	36200 N/m
Fiat 131 Abarth	RWD	tarmac	suspension.springs.FR	36200 N/m
Fiat 131 Abarth	RWD	tarmac	suspension.springs.RL	32678 N/m
Fiat 131 Abarth	RWD	tarmac	suspension.springs.RR	32678 N/m
Fiat 131 Abarth	RWD	tarmac	suspension.rideHeight.FL	74.0 mm
Fiat 131 Abarth	RWD	tarmac	suspension.rideHeight.FR	74.0 mm
Fiat 131 Abarth	RWD	tarmac	suspension.rideHeight.RL	87.0 mm
Fiat 131 Abarth	RWD	tarmac	suspension.rideHeight.RR	87.0 mm
Fiat 131 Abarth	RWD	tarmac	dampers.FL.slowBump	3500
Fiat 131 Abarth	RWD	tarmac	dampers.FL.slowRebound	6000
Fiat 131 Abarth	RWD	tarmac	dampers.FL.fastBump	2000
Fiat 131 Abarth	RWD	tarmac	dampers.FL.fastRebound	4500
Fiat 131 Abarth	RWD	tarmac	dampers.FR.slowBump	3500
Fiat 131 Abarth	RWD	tarmac	dampers.FR.slowRebound	6000
Fiat 131 Abarth	RWD	tarmac	dampers.FR.fastBump	2000
Fiat 131 Abarth	RWD	tarmac	dampers.FR.fastRebound	4500
Fiat 131 Abarth	RWD	tarmac	dampers.RL.slowBump	2500
Fiat 131 Abarth	RWD	tarmac	dampers.RL.slowRebound	5250
Fiat 131 Abarth	RWD	tarmac	dampers.RL.fastBump	1750
Fiat 131 Abarth	RWD	tarmac	dampers.RL.fastRebound	3500
Fiat 131 Abarth	RWD	tarmac	dampers.RR.slowBump	2500
Fiat 131 Abarth	RWD	tarmac	dampers.RR.slowRebound	5250
Fiat 131 Abarth	RWD	tarmac	dampers.RR.fastBump	1750
Fiat 131 Abarth	RWD	tarmac	dampers.RR.fastRebound	3500
Fiat 131 Abarth	RWD	tarmac	tyres.FL.pressure	32 PSI
Fiat 131 Abarth	RWD	tarmac	tyres.FL.camber	-0.8°
Fiat 131 Abarth	RWD	tarmac	tyres.FL.toe	0°
Fiat 131 Abarth	RWD	tarmac	tyres.FR.pressure	32 PSI
Fiat 131 Abarth	RWD	tarmac	tyres.FR.camber	-0.8°
Fiat 131 Abarth	RWD	tarmac	tyres.FR.toe	0°
Fiat 131 Abarth	RWD	tarmac	tyres.RL.pressure	32 PSI
Fiat 131 Abarth	RWD	tarmac	tyres.RL.camber	-1.8°
Fiat 131 Abarth	RWD	tarmac	tyres.RL.toe	0°
Fiat 131 Abarth	RWD	tarmac	tyres.RR.pressure	32 PSI
Fiat 131 Abarth	RWD	tarmac	tyres.RR.camber	-1.8°
Fiat 131 Abarth	RWD	tarmac	tyres.RR.toe	0°
Fiat 131 Abarth	RWD	tarmac	brakes.brakeBias	60% front
Fiat 131 Abarth	RWD	tarmac	brakes.propValvePressure	3
Fiat 131 Abarth	RWD	tarmac	brakes.handbrakeMultiplier	1
Fiat 131 Abarth	RWD	gravel	drivetrain.gearsSet	Fiat131AbarthSet2
Fiat 131 Abarth	RWD	gravel	drivetrain.rearDiff.ratio	43//7
Fiat 131 Abarth	RWD	gravel	drivetrain.rearDiff.lsdRampAngle	60_60
Fiat 131 Abarth	RWD	gravel	drivetrain.rearDiff.lsdPlates	3
Fiat 131 Abarth	RWD	gravel	drivetrain.rearDiff.lsdPreload	70 Nm
Fiat 131 Abarth	RWD	gravel	suspension.frontARB	3500 N/m
Fiat 131 Abarth	RWD	gravel	suspension.rearARB	1000 N/m
Fiat 131 Abarth	RWD	gravel	suspension.springs.FL	28200 N/m
Fiat 131 Abarth	RWD	gravel	suspension.springs.FR	28200 N/m
Fiat 131 Abarth	RWD	gravel	suspension.springs.RL	26678 N/m
Fiat 131 Abarth	RWD	gravel	suspension.springs.RR	26678 N/m
Fiat 131 Abarth	RWD	gravel	suspension.rideHeight.FL	95.0 mm
Fiat 131 Abarth	RWD	gravel	suspension.rideHeight.FR	95.0 mm
Fiat 131 Abarth	RWD	gravel	suspension.rideHeight.RL	107.0 mm
Fiat 131 Abarth	RWD	gravel	suspension.rideHeight.RR	107.0 mm
Fiat 131 Abarth	RWD	gravel	dampers.FL.slowBump	3500
Fiat 131 Abarth	RWD	gravel	dampers.FL.slowRebound	6000
Fiat 131 Abarth	RWD	gravel	dampers.FL.fastBump	2000
Fiat 131 Abarth	RWD	gravel	dampers.FL.fastRebound	4500
Fiat 131 Abarth	RWD	gravel	dampers.FR.slowBump	3500
Fiat 131 Abarth	RWD	gravel	dampers.FR.slowRebound	6000
Fiat 131 Abarth	RWD	gravel	dampers.FR.fastBump	2000
Fiat 131 Abarth	RWD	gravel	dampers.FR.fastRebound	4500
Fiat 131 Abarth	RWD	gravel	dampers.RL.slowBump	2500
Fiat 131 Abarth	RWD	gravel	dampers.RL.slowRebound	5250
Fiat 131 Abarth	RWD	gravel	dampers.RL.fastBump	1750
Fiat 131 Abarth	RWD	gravel	dampers.RL.fastRebound	3500
Fiat 131 Abarth	RWD	gravel	dampers.RR.slowBump	2500
Fiat 131 Abarth	RWD	gravel	dampers.RR.slowRebound	5250
Fiat 131 Abarth	RWD	gravel	dampers.RR.fastBump	1750
Fiat 131 Abarth	RWD	gravel	dampers.RR.fastRebound	3500
Fiat 131 Abarth	RWD	gravel	tyres.FL.pressure	32 PSI
Fiat 131 Abarth	RWD	gravel	tyres.FL.camber	-2.1°
Fiat 131 Abarth	RWD	gravel	tyres.FL.toe	0°
Fiat 131 Abarth	RWD	gravel	tyres.FR.pressure	32 PSI
Fiat 131 Abarth	RWD	gravel	tyres.FR.camber	-2.1°
Fiat 131 Abarth	RWD	gravel	tyres.FR.toe	0°
Fiat 131 Abarth	RWD	gravel	tyres.RL.pressure	32 PSI
Fiat 131 Abarth	RWD	gravel	tyres.RL.camber	-1.9°
Fiat 131 Abarth	RWD	gravel	tyres.RL.toe	0°
Fiat 131 Abarth	RWD	gravel	tyres.RR.pressure	32 PSI
Fiat 131 Abarth	RWD	gravel	tyres.RR.camber	-1.9°
Fiat 131 Abarth	RWD	gravel	tyres.RR.toe	0°
Fiat 131 Abarth	RWD	gravel	brakes.brakeBias	59% front
Fiat 131 Abarth	RWD	gravel	brakes.propValvePressure	3
Fiat 131 Abarth	RWD	gravel	brakes.handbrakeMultiplier	1
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.gearsSet	Hyundaii20Rally2Set0
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.frontBias	50%
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.frontDiff.ratio	25//25
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.frontDiff.lsdRampAngle	60_70
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.frontDiff.lsdPlates	6
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.frontDiff.lsdPreload	90 Nm
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.rearDiff.ratio	25//25
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.rearDiff.lsdRampAngle	55_75
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.rearDiff.lsdPlates	6
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.rearDiff.lsdPreload	120 Nm
Hyundai i20 N Rally 2	AWD	tarmac	drivetrain.centreDiffRatio	55//14
Hyundai i20 N Rally 2	AWD	tarmac	suspension.frontARB	6000 N/m
Hyundai i20 N Rally 2	AWD	tarmac	suspension.rearARB	8000 N/m
Hyundai i20 N Rally 2	AWD	tarmac	suspension.springs.FL	56000 N/m
Hyundai i20 N Rally 2	AWD	tarmac	suspension.springs.FR	56000 N/m
Hyundai i20 N Rally 2	AWD	tarmac	suspension.springs.RL	44000 N/m
Hyundai i20 N Rally 2	AWD	tarmac	suspension.springs.RR	44000 N/m
Hyundai i20 N Rally 2	AWD	tarmac	suspension.rideHeight.FL	64.0 mm
Hyundai i20 N Rally 2	AWD	tarmac	suspension.rideHeight.FR	64.0 mm
Hyundai i20 N Rally 2	AWD	tarmac	suspension.rideHeight.RL	67.0 mm
Hyundai i20 N Rally 2	AWD	tarmac	suspension.rideHeight.RR	67.0 mm
Hyundai i20 N Rally 2	AWD	tarmac	dampers.FL.slowBump	5826
Hyundai i20 N Rally 2	AWD	tarmac	dampers.FL.slowRebound	3871
Hyundai i20 N Rally 2	AWD	tarmac	dampers.FL.fastBump	5826
Hyundai i20 N Rally 2	AWD	tarmac	dampers.FL.fastRebound	3871
Hyundai i20 N Rally 2	AWD	tarmac	dampers.FR.slowBump	5826
Hyundai i20 N Rally 2	AWD	tarmac	dampers.FR.slowRebound	3871
Hyundai i20 N Rally 2	AWD	tarmac	dampers.FR.fastBump	5826
Hyundai i20 N Rally 2	AWD	tarmac	dampers.FR.fastRebound	3871
Hyundai i20 N Rally 2	AWD	tarmac	dampers.RL.slowBump	5720
Hyundai i20 N Rally 2	AWD	tarmac	dampers.RL.slowRebound	3713
Hyundai i20 N Rally 2	AWD	tarmac	dampers.RL.fastBump	5720
Hyundai i20 N Rally 2	AWD	tarmac	dampers.RL.fastRebound	3713
Hyundai i20 N Rally 2	AWD	tarmac	dampers.RR.slowBump	5720
Hyundai i20 N Rally 2	AWD	tarmac	dampers.RR.slowRebound	3713
Hyundai i20 N Rally 2	AWD	tarmac	dampers.RR.fastBump	5720
Hyundai i20 N Rally 2	AWD	tarmac	dampers.RR.fastRebound	3713
Hyundai i20 N Rally 2	AWD	tarmac	tyres.FL.pressure	32 PSI
Hyundai i20 N Rally 2	AWD	tarmac	tyres.FL.camber	-2.2°
Hyundai i20 N Rally 2	AWD	tarmac	tyres.FL.toe	0.006°
Hyundai i20 N Rally 2	AWD	tarmac	tyres.FR.pressure	32 PSI
Hyundai i20 N Rally 2	AWD	tarmac	tyres.FR.camber	-2.2°
Hyundai i20 N Rally 2	AWD	tarmac	tyres.FR.toe	0.006°
Hyundai i20 N Rally 2	AWD	tarmac	tyres.RL.pressure	32 PSI
Hyundai i20 N Rally 2	AWD	tarmac	tyres.RL.camber	-2.7°
Hyundai i20 N Rally 2	AWD	tarmac	tyres.RL.toe	-0.003°
Hyundai i20 N Rally 2	AWD	tarmac	tyres.RR.pressure	32 PSI
Hyundai i20 N Rally 2	AWD	tarmac	tyres.RR.camber	-2.7°
Hyundai i20 N Rally 2	AWD	tarmac	tyres.RR.toe	-0.003°
Hyundai i20 N Rally 2	AWD	tarmac	brakes.brakeBias	50% front
Hyundai i20 N Rally 2	AWD	tarmac	brakes.propValvePressure	3
Hyundai i20 N Rally 2	AWD	tarmac	brakes.handbrakeMultiplier	1
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.gearsSet	Hyundaii20Rally2Set1
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.frontBias	50%
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.frontDiff.ratio	25//25
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.frontDiff.lsdRampAngle	60_70
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.frontDiff.lsdPlates	6
