car	driveType	surface	path	value
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.frontDiff.lsdPreload	90 Nm
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.rearDiff.ratio	25//25
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.rearDiff.lsdRampAngle	55_75
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.rearDiff.lsdPlates	6
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.rearDiff.lsdPreload	120 Nm
Hyundai i20 N Rally 2	AWD	gravel	drivetrain.centreDiffRatio	55//14
Hyundai i20 N Rally 2	AWD	gravel	suspension.frontARB	4500 N/m
Hyundai i20 N Rally 2	AWD	gravel	suspension.rearARB	9000 N/m
Hyundai i20 N Rally 2	AWD	gravel	suspension.springs.FL	41000 N/m
Hyundai i20 N Rally 2	AWD	gravel	suspension.springs.FR	41000 N/m
Hyundai i20 N Rally 2	AWD	gravel	suspension.springs.RL	38000 N/m
Hyundai i20 N Rally 2	AWD	gravel	suspension.springs.RR	38000 N/m
Hyundai i20 N Rally 2	AWD	gravel	suspension.rideHeight.FL	127.0 mm
Hyundai i20 N Rally 2	AWD	gravel	suspension.rideHeight.FR	127.0 mm
Hyundai i20 N Rally 2	AWD	gravel	suspension.rideHeight.RL	117.0 mm
Hyundai i20 N Rally 2	AWD	gravel	suspension.rideHeight.RR	117.0 mm
Hyundai i20 N Rally 2	AWD	gravel	dampers.FL.slowBump	5826
Hyundai i20 N Rally 2	AWD	gravel	dampers.FL.slowRebound	3871
Hyundai i20 N Rally 2	AWD	gravel	dampers.FL.fastBump	5826
Hyundai i20 N Rally 2	AWD	gravel	dampers.FL.fastRebound	3871
Hyundai i20 N Rally 2	AWD	gravel	dampers.FR.slowBump	5826
Hyundai i20 N Rally 2	AWD	gravel	dampers.FR.slowRebound	3871
Hyundai i20 N Rally 2	AWD	gravel	dampers.FR.fastBump	5826
Hyundai i20 N Rally 2	AWD	gravel	dampers.FR.fastRebound	3871
Hyundai i20 N Rally 2	AWD	gravel	dampers.RL.slowBump	5720
Hyundai i20 N Rally 2	AWD	gravel	dampers.RL.slowRebound	3713
Hyundai i20 N Rally 2	AWD	gravel	dampers.RL.fastBump	5720
Hyundai i20 N Rally 2	AWD	gravel	dampers.RL.fastRebound	3713
Hyundai i20 N Rally 2	AWD	gravel	dampers.RR.slowBump	5720
Hyundai i20 N Rally 2	AWD	gravel	dampers.RR.slowRebound	3713
Hyundai i20 N Rally 2	AWD	gravel	dampers.RR.fastBump	5720
Hyundai i20 N Rally 2	AWD	gravel	dampers.RR.fastRebound	3713
Hyundai i20 N Rally 2	AWD	gravel	tyres.FL.pressure	32 PSI
Hyundai i20 N Rally 2	AWD	gravel	tyres.FL.camber	-2.9°
Hyundai i20 N Rally 2	AWD	gravel	tyres.FL.toe	0.006°
Hyundai i20 N Rally 2	AWD	gravel	tyres.FR.pressure	32 PSI
Hyundai i20 N Rally 2	AWD	gravel	tyres.FR.camber	-2.9°
Hyundai i20 N Rally 2	AWD	gravel	tyres.FR.toe	0.006°
Hyundai i20 N Rally 2	AWD	gravel	tyres.RL.pressure	32 PSI
Hyundai i20 N Rally 2	AWD	gravel	tyres.RL.camber	-3.1°
Hyundai i20 N Rally 2	AWD	gravel	tyres.RL.toe	-0.003°
Hyundai i20 N Rally 2	AWD	gravel	tyres.RR.pressure	32 PSI
Hyundai i20 N Rally 2	AWD	gravel	tyres.RR.camber	-3.1°
Hyundai i20 N Rally 2	AWD	gravel	tyres.RR.toe	-0.003°
Hyundai i20 N Rally 2	AWD	gravel	brakes.brakeBias	50% front
Hyundai i20 N Rally 2	AWD	gravel	brakes.propValvePressure	3
Hyundai i20 N Rally 2	AWD	gravel	brakes.handbrakeMultiplier	1
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.gearsSet	LanciaDeltaHFIntegraleEvoSet1
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.frontBias	47%
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.frontDiff.ratio	25//25
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.frontDiff.lsdRampAngle	60_75
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.frontDiff.lsdPlates	6
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.frontDiff.lsdPreload	60 Nm
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.rearDiff.ratio	34//13
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.rearDiff.lsdRampAngle	45_70
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.rearDiff.lsdPlates	6
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.rearDiff.lsdPreload	90 Nm
Lancia Delta HF Integrale Evo	AWD	tarmac	drivetrain.centreDiffRatio	53//13
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.frontARB	18500 N/m
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.rearARB	16500 N/m
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.springs.FL	70000 N/m
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.springs.FR	70000 N/m
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.springs.RL	50000 N/m
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.springs.RR	50000 N/m
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.rideHeight.FL	51.0 mm
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.rideHeight.FR	51.0 mm
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.rideHeight.RL	48.0 mm
Lancia Delta HF Integrale Evo	AWD	tarmac	suspension.rideHeight.RR	48.0 mm
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.FL.slowBump	5000
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.FL.slowRebound	8000
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.FL.fastBump	3500
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.FL.fastRebound	5250
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.FR.slowBump	5000
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.FR.slowRebound	8000
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.FR.fastBump	3500
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.FR.fastRebound	5250
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.RL.slowBump	4000
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.RL.slowRebound	6250
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.RL.fastBump	2500
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.RL.fastRebound	4500
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.RR.slowBump	4000
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.RR.slowRebound	6250
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.RR.fastBump	2500
Lancia Delta HF Integrale Evo	AWD	tarmac	dampers.RR.fastRebound	4500
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.FL.pressure	32 PSI
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.FL.camber	-1.7°
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.FL.toe	0.006°
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.FR.pressure	32 PSI
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.FR.camber	-1.7°
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.FR.toe	0.006°
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.RL.pressure	32 PSI
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.RL.camber	-2.3°
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.RL.toe	0°
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.RR.pressure	32 PSI
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.RR.camber	-2.3°
Lancia Delta HF Integrale Evo	AWD	tarmac	tyres.RR.toe	0°
Lancia Delta HF Integrale Evo	AWD	tarmac	brakes.brakeBias	65% front
Lancia Delta HF Integrale Evo	AWD	tarmac	brakes.propValvePressure	3
Lancia Delta HF Integrale Evo	AWD	tarmac	brakes.handbrakeMultiplier	1
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.gearsSet	LanciaDeltaHFIntegraleEvoSet2
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.frontBias	47%
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.frontDiff.ratio	25//25
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.frontDiff.lsdRampAngle	60_75
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.frontDiff.lsdPlates	6
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.frontDiff.lsdPreload	60 Nm
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.rearDiff.ratio	34//13
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.rearDiff.lsdRampAngle	45_70
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.rearDiff.lsdPlates	6
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.rearDiff.lsdPreload	90 Nm
Lancia Delta HF Integrale Evo	AWD	gravel	drivetrain.centreDiffRatio	50//12
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.frontARB	11500 N/m
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.rearARB	13500 N/m
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.springs.FL	40000 N/m
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.springs.FR	40000 N/m
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.springs.RL	40000 N/m
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.springs.RR	40000 N/m
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.rideHeight.FL	130.0 mm
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.rideHeight.FR	130.0 mm
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.rideHeight.RL	100.0 mm
Lancia Delta HF Integrale Evo	AWD	gravel	suspension.rideHeight.RR	100.0 mm
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.FL.slowBump	4250
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.FL.slowRebound	9000
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.FL.fastBump	2500
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.FL.fastRebound	5000
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.FR.slowBump	4250
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.FR.slowRebound	9000
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.FR.fastBump	2500
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.FR.fastRebound	5000
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.RL.slowBump	3750
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.RL.slowRebound	6750
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.RL.fastBump	2500
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.RL.fastRebound	4500
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.RR.slowBump	3750
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.RR.slowRebound	6750
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.RR.fastBump	2500
Lancia Delta HF Integrale Evo	AWD	gravel	dampers.RR.fastRebound	4500
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.FL.pressure	32 PSI
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.FL.camber	-2.4°
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.FL.toe	0.006°
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.FR.pressure	32 PSI
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.FR.camber	-2.4°
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.FR.toe	0.006°
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.RL.pressure	32 PSI
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.RL.camber	-2.6°
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.RL.toe	0°
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.RR.pressure	32 PSI
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.RR.camber	-2.6°
Lancia Delta HF Integrale Evo	AWD	gravel	tyres.RR.toe	0°
Lancia Delta HF Integrale Evo	AWD	gravel	brakes.brakeBias	67% front
Lancia Delta HF Integrale Evo	AWD	gravel	brakes.propValvePressure	3
Lancia Delta HF Integrale Evo	AWD	gravel	brakes.handbrakeMultiplier	1
Lancia Rally 037 Evo 2	RWD	tarmac	drivetrain.gearsSet	LanciaRally037Evo2Set0
Lancia Rally 037 Evo 2	RWD	tarmac	drivetrain.rearDiff.ratio	44//9
Lancia Rally 037 Evo 2	RWD	tarmac	drivetrain.rearDiff.lsdRampAngle	50_65
Lancia Rally 037 Evo 2	RWD	tarmac	drivetrain.rearDiff.lsdPlates	4
Lancia Rally 037 Evo 2	RWD	tarmac	drivetrain.rearDiff.lsdPreload	90 Nm
Lancia Rally 037 Evo 2	RWD	tarmac	suspension.frontARB	4000 N/m
Lancia Rally 037 Evo 2	RWD	tarmac	suspension.springs.FL	65000 N/m
Lancia Rally 037 Evo 2	RWD	tarmac	suspension.springs.FR	65000 N/m
Lancia Rally 037 Evo 2	RWD	tarmac	suspension.springs.RL	45000 N/m
Lancia Rally 037 Evo 2	RWD	tarmac	suspension.springs.RR	45000 N/m
Lancia Rally 037 Evo 2	RWD	tarmac	suspension.rideHeight.FL	49.0 mm
Lancia Rally 037 Evo 2	RWD	tarmac	suspension.rideHeight.FR	49.0 mm
Lancia Rally 037 Evo 2	RWD	tarmac	suspension.rideHeight.RL	67.0 mm
Lancia Rally 037 Evo 2	RWD	tarmac	suspension.rideHeight.RR	67.0 mm
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.FL.slowBump	6000
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.FL.slowRebound	9000
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.FL.fastBump	4500
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.FL.fastRebound	6500
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.FR.slowBump	6000
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.FR.slowRebound	9000
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.FR.fastBump	4500
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.FR.fastRebound	6500
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.RL.slowBump	5000
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.RL.slowRebound	8000
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.RL.fastBump	3500
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.RL.fastRebound	5500
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.RR.slowBump	5000
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.RR.slowRebound	8000
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.RR.fastBump	3500
Lancia Rally 037 Evo 2	RWD	tarmac	dampers.RR.fastRebound	5500
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.FL.pressure	32 PSI
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.FL.camber	-1.1°
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.FL.toe	0°
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.FR.pressure	32 PSI
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.FR.camber	-1.1°
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.FR.toe	0°
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.RL.pressure	32 PSI
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.RL.camber	-2.3°
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.RL.toe	0°
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.RR.pressure	32 PSI
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.RR.camber	-2.3°
Lancia Rally 037 Evo 2	RWD	tarmac	tyres.RR.toe	0°
Lancia Rally 037 Evo 2	RWD	tarmac	brakes.brakeBias	58% front
Lancia Rally 037 Evo 2	RWD	tarmac	brakes.propValvePressure	3
Lancia Rally 037 Evo 2	RWD	tarmac	brakes.handbrakeMultiplier	1
Lancia Rally 037 Evo 2	RWD	gravel	drivetrain.gearsSet	LanciaRally037Evo2Set1
Lancia Rally 037 Evo 2	RWD	gravel	drivetrain.rearDiff.ratio	42//8
Lancia Rally 037 Evo 2	RWD	gravel	drivetrain.rearDiff.lsdRampAngle	60_70
Lancia Rally 037 Evo 2	RWD	gravel	drivetrain.rearDiff.lsdPlates	2
Lancia Rally 037 Evo 2	RWD	gravel	drivetrain.rearDiff.lsdPreload	60 Nm
Lancia Rally 037 Evo 2	RWD	gravel	suspension.frontARB	3500 N/m
Lancia Rally 037 Evo 2	RWD	gravel	suspension.springs.FL	55000 N/m
Lancia Rally 037 Evo 2	RWD	gravel	suspension.springs.FR	55000 N/m
Lancia Rally 037 Evo 2	RWD	gravel	suspension.springs.RL	35000 N/m
Lancia Rally 037 Evo 2	RWD	gravel	suspension.springs.RR	35000 N/m
Lancia Rally 037 Evo 2	RWD	gravel	suspension.rideHeight.FL	80.0 mm
Lancia Rally 037 Evo 2	RWD	gravel	suspension.rideHeight.FR	80.0 mm
Lancia Rally 037 Evo 2	RWD	gravel	suspension.rideHeight.RL	116.0 mm
Lancia Rally 037 Evo 2	RWD	gravel	suspension.rideHeight.RR	116.0 mm
Lancia Rally 037 Evo 2	RWD	gravel	dampers.FL.slowBump	6000
Lancia Rally 037 Evo 2	RWD	gravel	dampers.FL.slowRebound	9000
Lancia Rally 037 Evo 2	RWD	gravel	dampers.FL.fastBump	4500
Lancia Rally 037 Evo 2	RWD	gravel	dampers.FL.fastRebound	6500
Lancia Rally 037 Evo 2	RWD	gravel	dampers.FR.slowBump	6000
Lancia Rally 037 Evo 2	RWD	gravel	dampers.FR.slowRebound	9000
Lancia Rally 037 Evo 2	RWD	gravel	dampers.FR.fastBump	4500
Lancia Rally 037 Evo 2	RWD	gravel	dampers.FR.fastRebound	6500
Lancia Rally 037 Evo 2	RWD	gravel	dampers.RL.slowBump	5000
Lancia Rally 037 Evo 2	RWD	gravel	dampers.RL.slowRebound	8000
Lancia Rally 037 Evo 2	RWD	gravel	dampers.RL.fastBump	3500
Lancia Rally 037 Evo 2	RWD	gravel	dampers.RL.fastRebound	5500
Lancia Rally 037 Evo 2	RWD	gravel	dampers.RR.slowBump	5000
Lancia Rally 037 Evo 2	RWD	gravel	dampers.RR.slowRebound	8000
Lancia Rally 037 Evo 2	RWD	gravel	dampers.RR.fastBump	3500
Lancia Rally 037 Evo 2	RWD	gravel	dampers.RR.fastRebound	5500
Lancia Rally 037 Evo 2	RWD	gravel	tyres.FL.pressure	32 PSI
Lancia Rally 037 Evo 2	RWD	gravel	tyres.FL.camber	-0.6°
Lancia Rally 037 Evo 2	RWD	gravel	tyres.FL.toe	0°
Lancia Rally 037 Evo 2	RWD	gravel	tyres.FR.pressure	32 PSI
Lancia Rally 037 Evo 2	RWD	gravel	tyres.FR.camber	-0.6°
Lancia Rally 037 Evo 2	RWD	gravel	tyres.FR.toe	0°
Lancia Rally 037 Evo 2	RWD	gravel	tyres.RL.pressure	32 PSI
Lancia Rally 037 Evo 2	RWD	gravel	tyres.RL.camber	-2.1°
Lancia Rally 037 Evo 2	RWD	gravel	tyres.RL.toe	0°
Lancia Rally 037 Evo 2	RWD	gravel	tyres.RR.pressure	32 PSI
Lancia Rally 037 Evo 2	RWD	gravel	tyres.RR.camber	-2.1°
Lancia Rally 037 Evo 2	RWD	gravel	tyres.RR.toe	0°
Lancia Rally 037 Evo 2	RWD	gravel	brakes.brakeBias	55% front
Lancia Rally 037 Evo 2	RWD	gravel	brakes.propValvePressure	3
