"car"	"driveType"	"surface"	"path"	"value"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.FR.fastBump"	"5826"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.FR.fastRebound"	"3871"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.RL.slowBump"	"5720"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.RL.slowRebound"	"3713"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.RL.fastBump"	"5720"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.RL.fastRebound"	"3713"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.RR.slowBump"	"5720"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.RR.slowRebound"	"3713"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.RR.fastBump"	"5720"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"dampers.RR.fastRebound"	"3713"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.FL.pressure"	"32 PSI"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.FL.camber"	"-2.9?"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.FL.toe"	"0.006?"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.FR.pressure"	"32 PSI"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.FR.camber"	"-2.9?"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.FR.toe"	"0.006?"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.RL.pressure"	"32 PSI"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.RL.camber"	"-3.1?"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.RL.toe"	"-0.003?"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.RR.pressure"	"32 PSI"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.RR.camber"	"-3.1?"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"tyres.RR.toe"	"-0.003?"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"brakes.brakeBias"	"50% front"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"brakes.propValvePressure"	"3"
"Hyundai i20 N Rally 2"	"AWD"	"gravel"	"brakes.handbrakeMultiplier"	"1"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.gearsSet"	"LanciaDeltaHFIntegraleEvoSet2"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.frontBias"	"47%"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.frontDiff.ratio"	"25//25"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.frontDiff.lsdRampAngle"	"60_75"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.frontDiff.lsdPlates"	"6"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.frontDiff.lsdPreload"	"60 Nm"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.rearDiff.ratio"	"34//13"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.rearDiff.lsdRampAngle"	"45_70"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.rearDiff.lsdPlates"	"6"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.rearDiff.lsdPreload"	"90 Nm"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"drivetrain.centreDiffRatio"	"50//12"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.frontARB"	"11500 N/m"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.rearARB"	"13500 N/m"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.springs.FL"	"40000 N/m"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.springs.FR"	"40000 N/m"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.springs.RL"	"40000 N/m"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.springs.RR"	"40000 N/m"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.rideHeight.FL"	"130.0 mm"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.rideHeight.FR"	"130.0 mm"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.rideHeight.RL"	"100.0 mm"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"suspension.rideHeight.RR"	"100.0 mm"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.FL.slowBump"	"4250"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.FL.slowRebound"	"9000"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.FL.fastBump"	"2500"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.FL.fastRebound"	"5000"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.FR.slowBump"	"4250"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.FR.slowRebound"	"9000"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.FR.fastBump"	"2500"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.FR.fastRebound"	"5000"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.RL.slowBump"	"3750"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.RL.slowRebound"	"6750"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.RL.fastBump"	"2500"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.RL.fastRebound"	"4500"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.RR.slowBump"	"3750"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.RR.slowRebound"	"6750"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.RR.fastBump"	"2500"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"dampers.RR.fastRebound"	"4500"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.FL.pressure"	"32 PSI"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.FL.camber"	"-2.4?"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.FL.toe"	"0.006?"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.FR.pressure"	"32 PSI"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.FR.camber"	"-2.4?"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.FR.toe"	"0.006?"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.RL.pressure"	"32 PSI"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.RL.camber"	"-2.6?"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.RL.toe"	"0?"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.RR.pressure"	"32 PSI"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.RR.camber"	"-2.6?"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"tyres.RR.toe"	"0?"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"brakes.brakeBias"	"67% front"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"brakes.propValvePressure"	"3"
"Lancia Delta HF Integrale Evo"	"AWD"	"gravel"	"brakes.handbrakeMultiplier"	"1"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"drivetrain.gearsSet"	"LanciaRally037Evo2Set1"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"drivetrain.rearDiff.ratio"	"42//8"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"drivetrain.rearDiff.lsdRampAngle"	"60_70"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"drivetrain.rearDiff.lsdPlates"	"2"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"drivetrain.rearDiff.lsdPreload"	"60 Nm"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"suspension.frontARB"	"3500 N/m"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"suspension.springs.FL"	"55000 N/m"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"suspension.springs.FR"	"55000 N/m"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"suspension.springs.RL"	"35000 N/m"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"suspension.springs.RR"	"35000 N/m"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"suspension.rideHeight.FL"	"80.0 mm"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"suspension.rideHeight.FR"	"80.0 mm"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"suspension.rideHeight.RL"	"116.0 mm"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"suspension.rideHeight.RR"	"116.0 mm"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.FL.slowBump"	"6000"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.FL.slowRebound"	"9000"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.FL.fastBump"	"4500"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.FL.fastRebound"	"6500"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.FR.slowBump"	"6000"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.FR.slowRebound"	"9000"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.FR.fastBump"	"4500"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.FR.fastRebound"	"6500"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.RL.slowBump"	"5000"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.RL.slowRebound"	"8000"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.RL.fastBump"	"3500"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.RL.fastRebound"	"5500"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.RR.slowBump"	"5000"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.RR.slowRebound"	"8000"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.RR.fastBump"	"3500"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"dampers.RR.fastRebound"	"5500"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.FL.pressure"	"32 PSI"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.FL.camber"	"-0.6?"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.FL.toe"	"0?"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.FR.pressure"	"32 PSI"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.FR.camber"	"-0.6?"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.FR.toe"	"0?"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.RL.pressure"	"32 PSI"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.RL.camber"	"-2.1?"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.RL.toe"	"0?"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.RR.pressure"	"32 PSI"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.RR.camber"	"-2.1?"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"tyres.RR.toe"	"0?"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"brakes.brakeBias"	"55% front"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"brakes.propValvePressure"	"3"
"Lancia Rally 037 Evo 2"	"RWD"	"gravel"	"brakes.handbrakeMultiplier"	"1"
"Lancia Stratos"	"RWD"	"gravel"	"drivetrain.gearsSet"	"LanciaStratosSet1"
"Lancia Stratos"	"RWD"	"gravel"	"drivetrain.rearDiff.ratio"	"65//19"
"Lancia Stratos"	"RWD"	"gravel"	"drivetrain.rearDiff.lsdRampAngle"	"50_65"
"Lancia Stratos"	"RWD"	"gravel"	"drivetrain.rearDiff.lsdPlates"	"4"
"Lancia Stratos"	"RWD"	"gravel"	"drivetrain.rearDiff.lsdPreload"	"70 Nm"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.frontARB"	"2750 N/m"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.rearARB"	"2500 N/m"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.springs.FL"	"57700 N/m"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.springs.FR"	"57700 N/m"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.springs.RL"	"22825 N/m"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.springs.RR"	"22825 N/m"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.rideHeight.FL"	"73.0 mm"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.rideHeight.FR"	"73.0 mm"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.rideHeight.RL"	"155.0 mm"
"Lancia Stratos"	"RWD"	"gravel"	"suspension.rideHeight.RR"	"155.0 mm"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.FL.slowBump"	"3415"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.FL.slowRebound"	"8225"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.FL.fastBump"	"2315"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.FL.fastRebound"	"6380"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.FR.slowBump"	"3415"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.FR.slowRebound"	"8225"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.FR.fastBump"	"2315"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.FR.fastRebound"	"6380"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.RL.slowBump"	"4375"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.RL.slowRebound"	"8185"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.RL.fastBump"	"3145"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.RL.fastRebound"	"6755"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.RR.slowBump"	"4375"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.RR.slowRebound"	"8185"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.RR.fastBump"	"3145"
"Lancia Stratos"	"RWD"	"gravel"	"dampers.RR.fastRebound"	"6755"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.FL.pressure"	"32 PSI"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.FL.camber"	"-0.5?"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.FL.toe"	"0?"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.FR.pressure"	"32 PSI"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.FR.camber"	"-0.5?"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.FR.toe"	"0?"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.RL.pressure"	"32 PSI"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.RL.camber"	"-2.5?"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.RL.toe"	"0?"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.RR.pressure"	"32 PSI"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.RR.camber"	"-2.5?"
"Lancia Stratos"	"RWD"	"gravel"	"tyres.RR.toe"	"0?"
"Lancia Stratos"	"RWD"	"gravel"	"brakes.brakeBias"	"55% front"
"Lancia Stratos"	"RWD"	"gravel"	"brakes.propValvePressure"	"2.75"
"Lancia Stratos"	"RWD"	"gravel"	"brakes.handbrakeMultiplier"	"1"
"Mini Cooper S 1275"	"FWD"	"gravel"	"drivetrain.gearsSet"	"MiniCooperS1275Set3"
"Mini Cooper S 1275"	"FWD"	"gravel"	"drivetrain.frontDiff.ratio"	"63//16"
"Mini Cooper S 1275"	"FWD"	"gravel"	"drivetrain.frontDiff.lsdRampAngle"	"45_65"
"Mini Cooper S 1275"	"FWD"	"gravel"	"drivetrain.frontDiff.lsdPlates"	"4"
"Mini Cooper S 1275"	"FWD"	"gravel"	"drivetrain.frontDiff.lsdPreload"	"30 Nm"
"Mini Cooper S 1275"	"FWD"	"gravel"	"suspension.frontARB"	"1500 N/m"
"Mini Cooper S 1275"	"FWD"	"gravel"	"suspension.springs.FL"	"550000 N/m"
"Mini Cooper S 1275"	"FWD"	"gravel"	"suspension.springs.FR"	"550000 N/m"
"Mini Cooper S 1275"	"FWD"	"gravel"	"suspension.springs.RL"	"550000 N/m"
"Mini Cooper S 1275"	"FWD"	"gravel"	"suspension.springs.RR"	"550000 N/m"
"Mini Cooper S 1275"	"FWD"	"gravel"	"suspension.rideHeight.FL"	"15.2 mm"
"Mini Cooper S 1275"	"FWD"	"gravel"	"suspension.rideHeight.FR"	"15.2 mm"
"Mini Cooper S 1275"	"FWD"	"gravel"	"suspension.rideHeight.RL"	"10.7 mm"
"Mini Cooper S 1275"	"FWD"	"gravel"	"suspension.rideHeight.RR"	"10.7 mm"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.FL.slowBump"	"4500"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.FL.slowRebound"	"8000"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.FL.fastBump"	"2500"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.FL.fastRebound"	"3500"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.FR.slowBump"	"4500"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.FR.slowRebound"	"8000"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.FR.fastBump"	"2500"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.FR.fastRebound"	"3500"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.RL.slowBump"	"3500"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.RL.slowRebound"	"5000"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.RL.fastBump"	"2000"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.RL.fastRebound"	"3000"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.RR.slowBump"	"3500"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.RR.slowRebound"	"5000"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.RR.fastBump"	"2000"
"Mini Cooper S 1275"	"FWD"	"gravel"	"dampers.RR.fastRebound"	"3000"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.FL.pressure"	"32 PSI"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.FL.camber"	"-1.5?"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.FL.toe"	"0?"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.FR.pressure"	"32 PSI"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.FR.camber"	"-1.5?"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.FR.toe"	"0?"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.RL.pressure"	"32 PSI"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.RL.camber"	"-0.5?"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.RL.toe"	"-0.017?"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.RR.pressure"	"32 PSI"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.RR.camber"	"-0.5?"
"Mini Cooper S 1275"	"FWD"	"gravel"	"tyres.RR.toe"	"-0.017?"
"Mini Cooper S 1275"	"FWD"	"gravel"	"brakes.brakeBias"	"50% front"
"Mini Cooper S 1275"	"FWD"	"gravel"	"brakes.propValvePressure"	"2.25"
"Mini Cooper S 1275"	"FWD"	"gravel"	"brakes.handbrakeMultiplier"	"1"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"drivetrain.gearsSet"	"Peugeot208Rally4Set0"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"drivetrain.frontDiff.ratio"	"56//12"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"drivetrain.frontDiff.lsdRampAngle"	"35_63"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"drivetrain.frontDiff.lsdPlates"	"4"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"drivetrain.frontDiff.lsdPreload"	"80 Nm"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.frontARB"	"11663 N/m"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.rearARB"	"15200 N/m"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.springs.FL"	"36100 N/m"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.springs.FR"	"36100 N/m"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.springs.RL"	"32800 N/m"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.springs.RR"	"32800 N/m"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.rideHeight.FL"	"125.0 mm"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.rideHeight.FR"	"125.0 mm"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.rideHeight.RL"	"114.0 mm"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"suspension.rideHeight.RR"	"114.0 mm"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.FL.slowBump"	"3135"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.FL.slowRebound"	"4777"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.FL.fastBump"	"2030"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.FL.fastRebound"	"4777"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.FR.slowBump"	"3135"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.FR.slowRebound"	"4777"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.FR.fastBump"	"2030"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.FR.fastRebound"	"4777"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.RL.slowBump"	"2480"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.RL.slowRebound"	"3765"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.RL.fastBump"	"1535"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.RL.fastRebound"	"3765"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.RR.slowBump"	"2480"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.RR.slowRebound"	"3765"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.RR.fastBump"	"1535"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"dampers.RR.fastRebound"	"3765"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.FL.pressure"	"32 PSI"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.FL.camber"	"-1.5?"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.FL.toe"	"0?"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.FR.pressure"	"32 PSI"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.FR.camber"	"-1.5?"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.FR.toe"	"0?"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.RL.pressure"	"32 PSI"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.RL.camber"	"-3.5?"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.RL.toe"	"0?"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.RR.pressure"	"32 PSI"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.RR.camber"	"-3.5?"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"tyres.RR.toe"	"0?"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"brakes.brakeBias"	"60% front"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"brakes.propValvePressure"	"4.5"
"Peugeot 208 Rally 4"	"FWD"	"gravel"	"brakes.handbrakeMultiplier"	"1"
